sec,nat,scho,town,sect,study,final
71.72,58,330,35,8,3,4
61.67,58,985,36,8,3,3
67.56,58,676,36,8,3,3
85.64,58,985,36,8,3,5
71.11,58,985,36,8,3,4
76.97,58,985,36,8,3,4
85.03,58,676,36,8,3,5
65.81,58,985,36,8,3,3
77.94,58,98,36,8,3,5
74.31,58,98,36,8,3,5
75.31,58,985,36,8,3,4
69.64,58,985,36,8,3,4
79.97,58,985,36,8,3,4
89.78,58,985,36,8,3,6
66.14,58,985,36,8,3,3
85.67,58,1999,12,8,3,5
96.44,58,985,36,8,3,6
83,58,985,36,8,3,5
72.81,58,985,36,8,3,4
72.14,58,985,36,8,3,4
86.64,58,985,36,8,3,5
64.25,58,985,36,8,3,3
93.56,63,985,36,8,3,6
73.25,58,676,36,8,3,4
77.19,58,985,36,8,3,4
93.22,58,985,36,8,3,6
67.28,58,98,36,8,3,4
68.72,58,403,36,8,3,4
66.75,58,403,36,8,3,4
84.44,58,403,36,8,3,5
65.81,58,403,36,8,3,4
66.67,58,458,36,8,3,4
78.31,58,403,36,8,3,5
56.25,58,810,12,8,3,3
95.69,58,403,36,8,3,6
84.11,58,403,36,8,3,5
63.36,58,403,36,8,3,3
75.44,58,1328,36,8,3,4
83.81,58,403,36,8,3,5
89.33,58,403,36,8,3,6
73.96,58,763,12,9,5,4
84.39,58,857,36,9,5,5
76.31,58,810,12,8,3,4
81.86,58,403,36,8,3,5
70.31,58,403,36,8,3,4
91.3,58,1171,35,9,5,5
99.92,58,403,36,8,3,6
65.33,58,810,12,8,3,3
92.64,58,403,36,8,3,6
87.53,58,403,36,8,3,6
84.86,58,403,36,8,3,5
77.75,58,403,36,8,3,5
86.22,58,403,36,8,3,6
63.22,58,403,36,8,3,3
71.06,58,403,36,8,3,4
71.72,58,403,36,8,3,4
77.44,58,403,36,8,3,4
82.03,58,1253,12,8,3,5
76.36,58,1253,12,8,3,5
73.97,58,1253,12,8,3,4
85.08,58,1253,12,8,3,5
85.76,58,1642,6,9,3,5
84.58,58,1253,12,8,3,5
75.58,58,1253,12,8,3,4
97.83,58,1253,12,8,3,6
90.97,58,1253,12,8,3,6
97.58,58,1253,12,8,3,6
69.47,58,1253,12,8,3,4
77.25,58,1327,12,8,3,4
70.82,58,1574,36,9,5,4
81.35,58,1327,12,9,3,4
77.76,58,1327,12,9,3,4
86.86,58,599,43,8,3,5
67.03,58,1327,12,9,3,3
77.17,58,1327,12,8,3,4
80.43,58,1326,12,9,5,5
91.74,58,1327,12,9,3,6
78.09,58,1327,12,9,3,4
70.82,58,1327,12,9,3,4
84.89,58,1327,12,8,3,5
76.47,58,1327,12,9,3,4
80.25,58,1327,12,8,3,5
86.36,58,1327,12,8,3,5
76.75,58,1327,12,8,3,4
77.97,58,1327,12,9,3,4
82.61,58,1327,12,8,3,5
81.39,58,1327,12,8,3,5
84.94,58,1327,12,8,3,5
88.58,58,1327,12,8,3,5
81.25,58,1327,12,8,3,5
76.47,58,1327,12,9,3,4
74.94,58,677,10,8,3,4
82.44,58,1327,12,8,3,5
82.44,58,1327,12,9,3,5
85.41,58,1327,12,9,3,5
82.17,58,2310,12,8,3,5
74.29,58,1327,12,9,3,4
68.24,58,1327,12,9,3,3
80.35,58,1327,12,9,3,4
86.56,58,1327,12,8,3,5
89.71,58,1327,12,9,3,5
85.56,58,1327,12,9,3,5
95,58,1327,12,8,3,6
85.15,58,1327,12,9,3,5
79.29,58,1327,12,9,3,5
81.08,58,2310,12,8,3,5
82.47,58,1327,12,8,3,5
72.12,58,1327,12,9,3,4
80.97,58,1327,12,8,3,5
93.14,58,1327,12,8,3,6
73.71,58,1327,12,9,3,4
95.89,63,1327,12,8,3,6
89.22,58,1327,12,8,3,5
88.86,58,1327,12,8,3,5
76.68,58,1327,12,9,3,4
75.04,58,1326,12,9,5,4
80.67,58,1327,12,9,3,4
75.08,58,1327,12,8,3,4
74.91,58,1327,12,9,3,4
82.29,58,1327,12,9,3,5
84.09,58,1326,12,9,5,5
90.42,58,1327,12,8,3,6
86.25,58,567,36,8,3,5
78.21,58,1327,12,9,3,4
80.08,58,2013,36,8,3,5
73.33,58,2013,36,8,3,4
84.58,58,2013,36,8,3,5
91.89,58,1552,35,8,3,6
82.03,58,2013,36,8,3,5
72.57,58,517,4,9,5,3
88.5,58,2013,36,8,3,6
89.58,58,2013,36,8,3,5
89.19,58,2013,36,8,3,6
79.25,58,2013,36,8,3,4
73.31,58,2013,36,8,3,4
77.72,58,2013,36,8,3,4
87.44,58,2013,36,8,3,5
69.81,58,2013,36,8,3,4
72.81,58,2013,36,8,3,4
74.19,58,2013,36,8,3,4
82.03,58,2013,36,8,3,5
66.19,58,2013,36,8,3,3
79.56,58,2013,36,8,3,5
87.44,58,2013,36,8,3,5
67.11,58,1140,9,8,5,4
73,58,2013,36,8,3,4
96.86,58,2013,36,8,3,6
91.31,58,2013,36,8,3,6
74.08,58,2013,36,8,3,4
75.47,58,2013,36,8,3,4
69.69,58,2013,36,8,3,4
81.91,58,763,12,9,5,5
69.11,58,2013,36,8,3,4
65.56,58,713,36,8,3,3
66.39,58,810,12,8,3,3
86.43,58,1093,36,9,5,5
89.25,58,713,36,8,3,5
76.39,58,713,36,8,3,5
72.53,58,713,36,8,3,4
83.75,58,713,36,8,3,5
67.28,58,713,36,8,3,4
80.56,58,713,36,8,3,5
75.72,58,713,36,8,3,4
79.14,58,713,36,8,3,5
74.75,58,713,36,8,3,5
99.03,58,713,36,8,3,6
82.97,58,713,36,8,3,5
81.17,58,2121,12,8,3,5
75.11,58,2121,12,8,3,4
70.36,58,1304,12,9,5,4
65.5,58,2121,12,8,3,3
100,58,2121,12,8,3,6
96.36,58,2121,12,8,3,6
87.42,58,2121,12,8,3,5
68.67,58,182,35,8,3,5
86.36,58,2121,12,8,3,5
100,58,2121,12,8,3,6
87.64,58,2121,12,8,3,5
98.31,58,2121,12,8,3,6
79.03,58,2121,12,8,3,4
84.72,58,2121,12,8,3,5
91.97,58,2121,12,8,3,6
98.94,58,2121,12,8,3,6
71.94,58,2121,12,8,3,4
75.5,58,2121,12,8,3,4
93,58,2121,12,8,3,6
76.69,58,2121,12,8,3,5
88.39,58,1305,12,8,3,6
77.71,58,1305,12,9,3,4
71.72,58,774,10,8,3,4
68.28,58,1305,12,8,3,4
88.04,58,1304,12,9,5,5
80.78,58,1305,12,8,3,5
71.06,58,1305,12,8,3,4
77.81,58,1305,12,8,3,5
68.53,58,1305,12,8,3,4
74.69,58,1305,12,8,3,5
76.56,58,1305,12,8,3,5
93.11,58,1305,12,8,3,6
88.92,58,1305,12,8,3,6
84.72,58,1305,12,8,3,5
83.33,58,1038,12,8,3,5
69.5,58,152,4,8,3,4
84.36,58,1253,12,8,3,5
82.17,58,1253,12,8,3,5
80.81,58,1305,12,8,3,5
81.19,58,1253,12,8,3,5
78.11,58,1305,12,8,3,5
73.97,58,1305,12,8,3,5
75.33,58,1305,12,8,3,5
88.5,58,1305,12,8,3,6
86.56,58,1305,12,8,3,6
90.78,58,1305,12,8,3,6
74.56,58,1305,12,9,3,4
86.56,58,1305,12,8,3,6
70.61,58,1305,12,8,3,4
89.97,58,1305,12,8,3,6
87.86,58,1305,12,8,3,6
71.47,58,1305,12,9,3,4
93,58,1305,12,8,3,6
86.06,58,1305,12,8,3,6
71.72,58,1305,12,8,3,4
94.19,58,1305,12,8,3,6
77.08,58,1305,12,8,3,5
76.11,58,1305,12,8,3,5
78.31,58,1305,12,8,3,5
76.97,58,2121,12,8,3,4
87.64,58,1305,12,8,3,6
76.03,58,1305,12,9,3,4
87.39,58,1305,12,8,3,6
80.61,58,1305,12,8,3,5
73.53,58,1305,12,8,3,5
70.44,58,1305,12,8,3,4
82.72,58,1305,12,8,3,5
73.17,58,1305,12,8,3,5
77.71,58,1305,12,9,3,5
86,58,1305,12,9,3,5
68.56,58,1305,12,8,3,4
99.47,21,1305,12,8,3,6
81.03,58,821,27,8,3,6
69.09,58,1305,12,9,3,4
88.17,58,1305,12,8,3,6
81.47,58,1328,36,8,3,5
68.11,58,1140,9,8,5,4
87.52,58,857,36,9,5,5
66.69,58,1328,36,8,3,4
79.69,58,1328,36,8,3,4
84.14,58,1328,36,8,3,5
69.78,58,1328,36,8,3,3
97.97,58,1328,36,8,3,6
79.03,58,1328,36,8,3,5
97.83,58,1328,36,8,3,6
74.22,58,1328,36,8,3,4
80.97,58,1328,36,8,3,5
60.14,58,1328,36,8,3,3
60.81,58,1328,36,8,3,3
73.25,58,1328,36,8,3,4
79.17,58,1328,36,8,3,5
75.03,58,1328,36,8,3,4
98.69,58,1328,36,8,3,6
64.67,58,1328,36,8,3,3
79.22,58,854,36,8,3,5
79.25,58,1328,36,8,3,5
86.86,58,1328,36,8,3,5
88.06,58,1328,36,8,3,5
69.28,58,1328,36,8,3,4
82.08,58,1328,36,8,3,5
63.31,58,1328,36,8,3,3
90.83,58,1328,36,8,3,5
60.92,58,1328,36,8,3,3
65.67,58,1328,36,8,3,3
62.44,58,1140,9,8,5,3
71.97,58,1328,36,8,3,4
66.19,58,1328,36,8,3,4
74.14,58,458,36,8,3,4
67.61,58,1328,36,8,3,4
80.5,58,1328,36,8,3,5
94.17,58,554,26,8,3,6
76.56,58,1328,36,8,3,4
76.89,58,1328,36,8,3,4
78.33,58,1328,36,8,3,5
83.72,58,1328,36,8,3,5
88.83,58,2477,36,8,3,6
78,58,2477,36,8,3,5
86.56,58,1650,36,8,3,5
74.06,58,2477,36,8,3,5
95,58,2477,36,8,3,6
97.19,58,1900,36,8,3,6
81.39,58,2477,36,8,3,5
79.33,58,2477,36,8,3,5
78.39,58,2477,36,8,3,4
80.81,58,2477,36,8,3,5
86.5,58,2477,36,8,3,5
75.92,58,2477,36,8,3,4
72.5,58,2477,36,8,3,4
90.17,58,1259,36,8,3,6
92.72,58,2477,36,8,3,6
79.86,58,2477,36,8,3,5
67.69,58,2477,36,8,3,4
74.04,58,1140,9,8,5,4
76.67,58,2477,36,8,3,4
98.61,58,2477,36,8,3,6
85.31,58,2477,36,8,3,5
79.72,58,2477,36,8,3,4
98.08,58,1970,12,8,3,6
71.67,58,810,12,8,3,4
84.64,58,810,12,8,3,5
75.22,58,1970,12,8,3,4
70.75,58,1970,12,8,3,4
80.74,58,763,12,9,5,5
95.58,58,1970,12,8,3,6
99.39,58,1970,12,8,3,6
95.31,58,1970,12,8,3,6
98.58,58,1970,12,8,3,6
66.33,58,1970,12,8,3,3
76.33,58,810,12,8,3,5
81.75,58,1970,12,8,3,5
86.44,58,810,12,8,3,5
98.92,58,1970,12,8,3,6
97.33,58,1970,12,8,3,6
87.67,58,1970,12,8,3,5
98.28,58,1970,12,8,3,6
97.28,58,1970,12,8,3,6
99.64,58,1970,12,8,3,6
76.94,58,810,12,8,3,5
97.08,58,1970,12,8,3,6
93.64,58,1970,12,8,3,6
95.14,58,1970,12,8,3,6
73.78,58,1970,12,8,3,4
76.19,58,810,12,8,3,4
99.11,58,1970,12,8,3,6
90.19,58,1970,12,8,3,6
65.33,58,1970,12,8,3,3
72,58,1970,12,8,3,4
91.42,58,1970,12,8,3,6
59.75,58,810,12,8,3,3
67.17,58,810,12,8,3,4
81.36,58,1970,12,8,3,5
75.17,58,1970,12,8,3,4
92.86,58,1305,12,8,3,6
96.64,58,1305,12,8,3,6
71.22,58,1253,12,8,3,4
77.06,58,2004,35,8,3,5
83.86,58,1253,12,8,3,5
72.69,58,1282,25,8,3,4
95.69,58,1038,12,8,3,6
92.39,58,821,27,8,3,6
82.86,58,880,3,8,3,5
81.67,58,1038,12,8,3,5
89.86,58,1253,12,8,3,6
77.22,58,1305,12,8,3,4
89.22,58,1304,12,9,5,5
99.83,58,1038,12,8,3,6
99.56,58,2121,12,8,3,6
79.94,58,1038,12,8,3,4
85.03,58,1253,12,8,3,5
87.53,58,1253,12,8,3,6
71.92,58,1305,12,8,3,4
100,58,1038,12,8,3,6
88.81,58,1038,12,8,3,5
83.74,58,763,12,9,5,5
71.41,58,1140,9,8,5,4
84.35,58,1017,12,9,5,5
91.39,58,1017,12,9,5,6
76.13,58,1017,12,9,5,4
75.78,58,1017,12,9,5,4
86.22,58,763,12,9,5,5
82.48,58,1017,12,9,5,5
71.48,58,763,12,9,5,4
88.65,58,763,12,9,5,5
81.35,58,763,12,9,5,5
67.26,58,1017,12,9,5,3
70.78,58,763,12,9,5,4
98.31,45,1213,12,6,3,6
75.44,58,1213,12,6,3,4
85.42,58,1213,12,6,3,5
87.89,58,1213,12,6,3,5
70.5,58,1213,12,6,3,4
95.61,21,1213,12,6,3,6
66.44,58,1213,12,6,3,4
83.25,58,1280,35,8,3,5
73.39,58,1326,12,9,5,4
86.17,58,1326,12,9,5,5
71.65,58,1326,12,9,5,4
67.52,58,1326,12,9,5,4
73.13,58,1813,21,9,5,4
90.61,58,2224,31,9,5,5
80.65,58,1326,12,9,5,5
81.52,58,1326,12,9,5,5
88.3,58,1326,12,9,5,5
65.39,58,1326,12,9,5,3
88.83,58,1326,12,9,5,5
80.39,58,1326,12,9,5,4
67.13,58,1326,12,9,5,4
74.91,58,1326,12,9,5,4
91.17,58,1326,12,9,5,5
75.57,58,1326,12,9,5,4
81.7,58,1326,12,9,5,5
89.09,58,763,12,9,5,6
69.91,58,763,12,9,5,4
87.04,58,763,12,9,5,5
82,58,763,12,9,5,4
81.04,58,763,12,9,5,5
80.57,58,763,12,9,5,5
68.65,58,763,12,9,5,4
74.3,58,763,12,9,5,4
76.35,58,763,12,9,5,4
85.7,58,763,12,9,5,5
76.26,58,763,12,9,5,4
65.65,58,764,12,9,3,3
74.64,58,764,12,8,3,4
68.5,58,764,12,8,3,3
80.35,58,764,12,9,3,5
74.76,58,764,12,9,3,4
65.33,58,764,12,8,3,3
82.06,58,810,12,8,3,5
83.39,58,764,12,8,3,5
69.22,58,764,12,8,3,4
72.47,58,764,12,8,3,4
83.39,58,763,12,9,5,5
78.59,58,764,12,9,3,5
57.5,58,764,12,8,3,2
100,64,764,12,8,3,6
60.19,58,764,12,8,3,2
99.86,58,764,12,8,3,6
68.72,58,810,12,8,3,4
61.72,58,810,12,8,3,3
76.81,58,764,12,8,3,4
70.44,58,764,12,8,3,4
77.14,58,764,12,8,3,5
81,58,764,12,9,3,5
100,58,846,12,8,3,6
87.94,58,764,12,9,3,5
67.39,58,764,12,8,3,3
97.86,58,764,12,8,3,6
81.31,58,1305,12,8,3,5
83.44,58,1305,12,8,3,5
90.69,58,1305,12,8,3,6
75.17,58,2121,12,8,3,4
79.03,58,1305,12,9,3,5
74.33,58,821,27,8,3,5
81.47,58,1305,12,8,3,5
88.36,58,1305,12,8,3,6
80.56,58,821,27,8,3,5
82.5,58,1305,12,8,3,5
86.58,58,821,27,8,3,6
68.94,58,764,12,8,3,3
70.41,58,1017,12,9,5,4
75.64,58,1327,12,8,3,4
82.81,58,1327,12,8,3,5
84.62,58,1327,12,9,3,5
83.71,58,1140,9,8,5,5
88.69,58,1327,12,8,3,5
86.39,58,1327,12,8,3,5
73.53,58,764,12,8,3,4
83.19,58,1999,12,8,3,5
85.47,58,810,12,8,3,6
67.42,58,810,12,8,3,3
82.36,58,810,12,8,3,5
92.53,58,1999,12,8,3,6
92.97,58,1999,12,8,3,6
73.92,58,1999,12,8,3,4
69.17,58,810,12,8,3,4
69.92,58,810,12,8,3,3
85.67,58,846,12,8,3,6
70.25,58,810,12,8,3,4
90.92,58,1999,12,8,3,6
79.33,58,764,12,8,3,5
89.61,58,810,12,8,3,6
71.92,58,810,12,8,3,5
84.58,58,1999,12,8,3,5
84.67,58,1999,12,8,3,5
84.14,58,1999,12,8,3,5
75.61,58,1999,12,8,3,4
81.75,58,810,12,8,3,5
63.67,58,1999,12,8,3,3
63.56,58,764,12,8,3,3
82.78,58,1999,12,8,3,5
88.58,58,1269,36,8,3,5
75.25,58,810,12,8,3,5
78.08,58,810,12,8,3,4
89.61,58,1171,35,9,5,5
79.31,58,810,12,8,3,5
67.83,58,1999,12,8,3,3
74.75,58,1845,3,8,3,5
88.97,58,846,12,8,3,5
77.47,58,1999,12,8,3,4
99,58,1999,12,8,3,6
66.06,58,764,12,8,3,3
95.58,58,1999,12,8,3,6
73.43,58,1017,12,9,5,4
85.19,58,764,12,8,3,5
67.32,58,2062,36,9,3,4
88.03,58,1999,12,8,3,5
99.86,58,1999,12,8,3,6
80.72,58,1999,12,8,3,5
73.72,58,1999,12,8,3,4
81.52,58,1017,12,9,5,5
71.39,58,1017,12,9,5,4
89.19,58,810,12,8,3,5
84.11,58,98,36,8,3,5
89.75,58,2178,31,8,3,6
86.29,58,764,12,9,3,6
78.97,58,764,12,8,3,5
59.14,58,446,36,8,3,3
59.53,58,446,36,8,3,3
66.47,58,446,36,8,3,3
69.78,58,446,36,8,3,4
99.69,58,854,36,8,3,6
95.83,58,446,36,8,3,6
72.31,58,446,36,8,3,4
74.19,58,446,36,8,3,4
73.42,58,98,36,8,3,4
82.39,58,98,36,8,3,5
78.86,58,985,36,8,3,4
74.81,58,985,36,8,3,4
84,58,985,36,8,3,5
75.25,58,98,36,8,3,4
81.33,58,98,36,8,3,5
60.75,58,985,36,8,3,3
96.11,58,985,36,8,3,6
73.22,58,985,36,8,3,4
73.33,58,985,36,8,3,4
60.94,58,985,36,8,3,3
74.17,58,98,36,8,3,4
65.33,58,713,36,8,3,3
82.81,58,985,36,8,3,5
99.11,58,985,36,8,3,6
65.78,58,98,36,8,3,4
70.15,58,1140,9,8,5,4
75.56,58,985,36,8,3,4
83.91,58,1171,35,9,5,4
72.3,58,857,36,9,5,4
66.89,58,1140,9,8,5,3
67.93,58,1140,9,8,5,4
75.7,58,857,36,9,5,5
89.65,58,2243,36,9,5,5
64.52,58,1140,9,8,5,3
71.26,58,1140,9,8,5,4
65.56,58,1140,9,8,5,3
55.48,58,713,36,8,2,2
71.89,58,403,36,8,3,4
71.03,58,1970,12,8,3,4
97.19,58,913,36,8,3,6
78.42,58,676,36,8,3,5
100,58,403,36,8,3,6
72.53,58,676,36,8,3,4
88.47,58,676,36,8,3,6
64.26,58,1017,12,9,5,3
71,58,1017,12,9,5,4
67.03,58,403,36,8,3,4
64.08,58,810,12,8,3,3
69.03,58,810,12,8,3,4
71.29,58,764,12,9,3,4
73.06,58,810,12,8,3,4
68.38,58,684,36,9,5,4
68.11,58,810,12,8,3,3
88.36,58,846,12,8,3,5
76.57,58,1140,9,9,5,4
83.87,58,763,12,9,5,5
72.06,58,810,12,8,3,4
66.81,58,810,12,8,3,3
75.61,58,763,12,9,5,4
65.64,58,764,12,8,3,3
73.5,58,810,12,8,3,4
90.53,58,935,12,8,3,6
97.04,58,1304,12,9,5,6
85.96,58,1304,12,9,5,5
95.35,58,1304,12,9,5,5
85.52,58,1304,12,9,5,5
86.96,58,1304,12,9,5,5
87.43,58,1304,12,9,5,5
81.17,58,2468,35,9,5,5
85.22,58,1304,12,9,5,5
85.13,58,1304,12,9,5,5
94.83,58,1304,12,9,5,6
86.74,58,1304,12,9,5,5
87.52,58,2468,35,9,5,5
91.57,58,1304,12,9,5,5
87.52,58,1304,12,9,5,5
86.17,58,1304,12,9,5,5
90.39,58,1304,12,9,5,5
88.57,58,1304,12,9,5,5
91.13,58,1304,12,9,5,5
92.11,58,2021,36,8,3,6
69.36,58,1574,36,9,5,4
75.69,58,265,9,8,3,4
68.28,1,317,36,8,3,4
100,21,1139,9,8,3,6
77.57,58,763,12,9,5,4
79.53,58,1139,9,8,3,5
77.69,58,1139,9,8,3,4
76.61,58,1139,9,8,3,4
90.08,58,317,36,8,3,6
95.03,58,317,36,8,3,6
59.72,58,317,36,8,3,3
70.11,58,317,36,8,3,3
87.31,58,265,9,8,3,6
82.69,58,658,36,8,3,5
81.36,58,2021,36,8,3,5
62.39,58,317,36,8,3,3
77.31,58,1139,9,8,3,5
64.97,58,1574,36,9,5,3
96.25,58,317,36,8,3,6
58.17,58,1139,9,8,3,4
75.7,58,1574,36,9,5,4
77.53,58,658,36,8,3,5
90.38,58,2021,36,9,3,6
91.64,58,658,36,8,3,6
68.81,58,658,36,8,3,4
73.19,58,658,36,8,3,4
68.67,58,265,9,8,3,5
59.33,58,265,9,8,3,4
79.19,58,317,36,8,3,5
93.36,58,317,36,8,3,6
86.19,58,265,9,8,3,5
77.14,58,265,9,8,3,4
79.97,58,265,9,8,3,5
85.36,58,317,36,8,3,5
81.31,58,658,36,8,3,5
84.08,58,265,9,8,3,5
83.44,58,265,9,8,3,5
76.19,58,1139,9,8,3,4
69.75,58,265,9,8,3,5
80.35,58,2021,36,9,3,5
98.26,58,134,36,9,3,6
88.25,58,265,9,8,3,6
60.22,58,317,36,8,3,3
82.25,58,658,36,8,3,5
65.85,58,2021,36,9,3,4
69.08,58,658,36,8,3,4
88.36,58,1139,9,8,3,6
65.14,58,658,36,8,3,4
99.69,58,658,36,8,3,6
99.75,58,317,36,8,3,6
84.64,58,658,36,8,3,5
64.44,58,265,9,8,3,4
69.18,58,1139,9,9,3,4
63.5,58,317,36,8,3,3
83.25,58,658,36,8,3,5
76.44,58,1058,45,8,3,5
92.53,58,2021,36,9,3,6
76.83,58,1140,9,9,5,4
91.38,58,2021,36,9,3,6
83.29,58,2021,36,9,3,5
73.44,58,2021,36,9,3,4
72.67,58,265,9,8,3,5
84.04,58,1574,36,9,5,5
73,58,1574,36,9,5,4
80.08,58,2021,36,8,3,5
87.41,58,2021,36,9,3,5
94.58,58,2021,36,8,3,6
94.14,58,2021,36,8,3,6
82.64,58,317,36,8,3,5
89.47,58,2021,36,8,3,5
86.15,58,2021,36,9,3,5
80.09,58,2021,36,9,3,5
77.74,58,2021,36,9,3,5
92.81,21,2021,36,8,3,6
68,58,1139,9,8,3,4
74.32,58,2021,36,9,3,5
61,58,1139,9,9,3,3
72.18,58,2021,36,9,3,4
91.5,58,2021,36,9,3,6
88,58,2021,36,9,3,5
66.56,58,1139,9,9,3,4
85.17,58,2021,36,8,3,5
97.39,58,2021,36,8,3,6
93.67,58,2021,36,8,3,6
83.44,58,2021,36,9,3,5
73.06,58,2021,36,9,3,4
79.71,58,2021,36,9,3,4
78.64,58,317,36,8,3,5
83.06,58,2021,36,8,3,5
90.86,58,658,36,8,3,5
84.47,58,265,9,8,3,5
61.61,58,317,36,8,3,3
89.42,58,265,9,8,3,6
93.17,58,658,36,8,3,6
72.14,58,658,36,8,3,5
70.53,58,265,9,8,3,5
84.61,58,265,9,8,3,5
96.67,58,658,36,8,3,6
84.94,58,658,36,8,3,5
78.28,58,658,36,8,3,5
62.67,58,1139,9,9,3,4
81.89,58,317,36,8,3,5
91.14,58,2021,36,8,3,6
78.75,58,265,9,8,3,5
92.83,58,658,36,8,3,6
81.39,58,1139,9,8,3,5
77.47,58,265,9,8,3,5
99.97,21,317,36,8,3,6
76.08,58,317,36,8,3,4
85.44,58,317,36,8,3,5
90,58,317,36,8,3,6
79.89,58,1139,9,8,3,4
82.31,58,317,36,8,3,5
73.74,58,1139,9,8,3,4
75.56,58,1139,9,8,3,4
75.33,58,1139,9,8,3,5
69.33,58,2021,36,8,3,4
70.08,58,1139,9,8,3,4
65.26,58,1139,9,9,3,4
63.08,58,317,36,8,3,3
91.17,58,317,36,8,3,6
100,21,1139,9,8,3,6
76.48,58,1574,36,9,5,4
89.64,58,317,36,8,3,6
73.17,58,658,36,8,3,5
89.42,58,626,4,8,3,6
91.42,58,626,4,8,3,6
92.42,58,626,4,8,3,6
90.75,58,626,4,8,3,6
73.42,58,152,4,8,2,4
97.56,58,626,4,8,3,6
77.94,58,1136,4,8,3,4
52.92,58,1136,4,8,3,2
82.64,58,626,4,8,3,5
88.25,58,1136,4,8,3,5
96.25,58,626,4,8,3,6
99.75,58,626,4,8,3,6
78.06,58,1136,4,8,3,4
90.83,58,626,4,8,3,6
90.81,58,626,4,8,3,6
68.17,58,626,4,8,3,4
87.64,58,626,4,8,3,5
67.42,58,626,4,8,3,3
99.53,58,626,4,8,3,6
76.97,58,626,4,8,3,5
96.86,58,626,4,8,3,6
92.17,58,626,4,8,3,6
78.36,58,1716,26,8,3,4
94.39,58,626,4,8,3,6
70.94,58,1716,26,9,3,4
78.41,58,1860,26,9,3,5
87.39,58,1113,26,9,5,5
88.28,58,1860,26,8,3,5
86.63,58,181,35,8,5,5
82.61,58,1565,26,9,5,5
73.47,58,1860,26,9,3,4
66.09,58,1716,26,9,3,4
92.59,58,1860,26,9,3,5
63.76,58,1860,26,9,3,3
85.68,58,1860,26,9,3,5
70.85,58,1860,26,9,3,4
82.82,58,1860,26,9,3,5
73.35,58,1113,26,9,5,4
79.09,58,1860,26,9,3,4
86.5,58,1860,26,9,3,5
83.82,58,1860,26,9,3,5
81.71,58,1860,26,9,3,5
93.08,58,1860,26,8,3,6
79.5,58,1860,26,9,3,4
81.74,58,1860,26,9,3,4
68.79,58,1860,26,9,3,4
73.13,58,1565,26,9,5,4
75.09,58,1565,26,9,5,4
93.06,58,1860,26,9,3,6
79.43,58,1565,26,9,5,5
65.74,58,1113,26,9,5,4
86.12,58,1860,26,9,3,5
91.33,58,1860,26,8,3,6
72.35,58,1565,26,9,5,4
64,58,2321,4,8,3,3
92.56,58,2321,4,8,3,6
81.64,58,2321,4,8,3,5
75.12,58,2321,4,9,3,4
90.86,58,666,36,8,3,6
73.11,58,2321,4,8,3,4
92.06,58,2321,4,8,3,6
73.36,58,2321,4,8,3,4
88.76,58,2321,4,9,3,5
75.67,58,2321,4,8,3,4
85.64,58,2321,4,8,3,5
98.06,58,2321,4,8,3,6
89.19,58,2321,4,8,3,5
84.03,58,2321,4,8,3,5
96.28,58,2321,4,8,3,6
76.36,58,2321,4,8,3,5
73.44,58,2321,4,8,3,4
92,58,2321,4,8,3,6
82.38,58,2321,4,9,3,5
87.47,58,2321,4,8,3,5
72.86,58,2321,4,8,3,4
67.5,58,2321,4,8,3,4
95.06,58,2321,4,8,3,6
90.14,58,2321,4,8,3,6
68.39,58,2321,4,8,3,4
81.75,58,2321,4,8,3,5
78.75,58,2321,4,8,3,5
80.15,58,2321,4,9,3,4
66.22,58,2321,4,8,3,3
94.08,58,2321,4,8,3,6
83.58,58,2321,4,8,3,5
77.62,58,2321,4,9,3,5
78.89,58,2321,4,8,3,5
85.28,58,2321,4,8,3,5
87.75,58,2321,4,8,3,5
94.56,58,2321,4,8,3,6
70.08,58,528,4,8,3,4
75.97,58,2321,4,9,3,4
67.83,58,1716,26,8,3,3
62.5,58,1716,26,8,3,3
63.86,58,1183,26,8,3,3
73.78,58,1565,26,9,5,4
81.43,58,1565,26,9,5,5
64.39,58,1183,26,8,3,3
78,58,1565,26,9,5,4
75.58,58,1136,4,8,3,4
63.47,58,1183,26,8,3,3
59.53,58,1183,26,8,3,3
81.83,58,1183,26,8,3,5
77.83,58,1716,26,8,3,4
91.08,58,1183,26,8,3,6
72.89,58,1183,26,8,3,4
82.97,58,1183,26,8,3,5
75.22,58,1136,4,8,3,4
90.28,58,1183,26,8,3,6
91.31,58,582,36,8,3,6
70.3,58,215,11,8,5,3
73.78,58,666,36,8,3,4
81.83,58,666,36,8,3,5
63.11,58,2087,26,8,3,3
74.19,58,666,36,8,3,4
94.75,58,666,36,8,3,6
68.75,58,935,12,8,3,3
62.78,58,666,36,8,3,3
67.14,58,666,36,8,3,4
59.39,58,2321,4,8,3,3
81.78,58,2321,4,8,3,5
87.97,58,2321,4,8,3,5
80.86,58,2321,4,8,3,5
62.72,58,1136,4,8,3,3
76.19,58,2321,4,8,3,5
77.83,58,2321,4,8,3,5
72.71,58,2321,4,9,3,4
71.83,58,2321,4,8,3,4
68.22,58,2321,4,8,3,3
79.03,58,2321,4,9,3,4
96.28,58,73,36,8,3,6
58.06,58,658,36,8,3,4
95.78,58,658,36,8,3,6
76.97,58,1139,9,8,3,5
