sec,nat,scho,town,sect,study,final
80.17,58,1550,44,8,3,5
99.22,21,765,13,8,3,6
84.06,37,1791,35,8,3,5
77.39,58,592,44,8,2,4
89.72,37,1791,35,8,3,6
69.88,58,765,13,9,3,4
78.03,58,1142,43,8,3,5
96.78,58,474,44,8,3,6
65.58,58,592,44,8,2,3
79.39,58,1765,30,8,3,5
74.27,58,592,44,8,2,4
70.52,58,1090,44,8,2,4
89.36,58,42,19,8,3,6
90.75,58,1260,19,8,3,6
74.39,58,1880,37,9,5,4
87.48,58,1880,37,9,5,6
99.56,58,543,40,8,3,6
98.89,58,543,40,8,3,6
87.64,58,543,40,8,3,5
64.76,58,592,44,8,2,3
90.25,58,301,30,8,3,5
75.78,58,2308,35,9,5,5
93.3,58,1911,45,9,5,6
81.56,58,428,35,8,5,4
81.19,58,1471,30,9,2,5
92.19,58,2059,35,8,5,5
92.09,58,2059,35,9,5,5
81.07,58,2059,35,8,5,4
82.93,58,331,35,8,5,5
91.78,58,2059,35,8,5,5
92.96,58,1392,37,9,5,5
94.57,58,63,35,9,5,6
88.67,58,2059,35,8,5,5
65.26,35,21,21,9,5,3
89.74,58,1735,29,9,5,5
92.13,58,323,10,9,5,5
81,58,2233,31,9,5,5
93.11,58,2059,35,8,5,5
71,58,916,38,9,5,4
85.22,58,2231,31,9,5,5
95.13,58,2059,35,9,5,5
69.7,58,2215,36,9,5,4
83.56,58,331,35,8,5,5
79.91,58,2019,45,9,5,4
89.91,58,2152,11,9,5,5
90.61,58,2019,45,9,5,5
83.09,58,1583,45,9,5,5
78.7,58,2019,45,9,5,4
81.17,58,453,29,9,5,5
78.35,58,1372,16,9,5,5
76.35,58,916,38,9,5,4
74.83,58,1228,32,9,5,4
72.83,58,941,42,9,5,4
74.83,58,916,38,9,5,4
84.57,58,860,42,9,5,5
83.83,58,2019,45,9,5,5
74.13,58,941,42,9,5,4
72.48,58,916,38,9,5,4
85.91,58,375,40,9,5,5
72.17,58,72,43,9,5,4
71.52,58,916,38,9,5,4
71,58,916,38,9,5,3
83.7,58,1735,29,9,5,5
86.91,58,860,42,9,5,5
85.96,58,1735,29,9,5,5
85.91,58,1735,29,9,5,5
70,58,2019,45,9,5,4
95,58,1660,15,9,5,6
85.81,58,333,35,8,5,5
79.91,58,941,42,9,5,5
86.93,58,333,35,8,5,5
89.17,58,2019,45,9,5,5
76.83,58,941,42,9,5,4
83.61,58,1856,35,9,2,4
92.04,58,333,35,9,5,6
96.83,33,782,45,8,3,6
78.52,58,1370,16,9,5,5
84.28,61,965,41,8,3,5
80.96,58,793,41,9,4,5
82.13,58,1582,40,9,4,5
82.87,58,1100,41,9,4,5
78.57,58,1461,28,9,5,4
70.57,58,1461,28,9,5,4
70.35,58,1461,28,9,5,4
79.48,58,1461,28,9,5,4
87.83,58,1461,28,9,5,5
67.57,58,1461,28,9,5,3
74.04,58,1461,28,9,5,4
75.09,58,1461,28,9,5,4
77.7,58,1461,28,9,5,4
83.26,58,1461,28,9,5,5
66.96,58,1461,28,9,5,3
70.43,58,1461,28,9,5,3
70.13,58,2279,35,9,5,4
69.74,58,141,35,8,3,5
84.3,58,1720,40,9,4,5
89.61,58,230,30,9,4,5
83.22,58,635,35,9,5,5
74.3,58,2032,35,8,2,5
68.71,58,913,36,9,3,4
88.94,58,2099,43,8,3,6
86.15,58,682,26,9,3,6
97.28,58,685,40,8,3,6
73.04,58,1880,37,9,5,4
88.19,58,1696,42,8,3,6
83.74,58,1113,26,9,5,5
77.28,58,810,12,8,3,4
76.91,58,1880,37,9,5,5
99.83,58,965,41,8,3,6
86.48,58,2216,36,9,5,5
79.61,58,1880,37,9,5,5
93.56,58,1789,35,8,3,6
83.17,58,2272,41,9,5,5
70.44,58,1140,9,8,5,4
92.39,58,1692,44,8,3,6
91.42,58,2050,35,8,3,6
77.28,58,2048,40,8,3,5
95.25,58,2191,31,8,3,6
67.81,58,962,45,8,3,3
67.3,58,592,44,8,2,4
66.56,58,2142,40,9,3,4
94.33,64,1707,40,8,3,6
61.11,58,198,44,8,5,3
88.86,58,314,30,8,3,5
69.55,58,1955,44,9,2,4
94.25,58,2043,35,8,3,6
87.78,58,1205,32,9,5,6
65.53,58,1931,35,9,2,3
67.53,58,45,35,8,3,4
90.56,58,468,33,8,3,6
59.56,58,83,6,8,3,3
84.25,58,668,23,8,3,4
67.74,58,153,40,9,3,4
78.57,58,2172,31,9,5,5
93.74,58,2059,35,9,5,6
95.39,58,2059,35,9,5,6
94.7,58,2059,35,9,5,6
91.52,58,2059,35,9,5,5
95.35,58,63,35,9,5,6
94.78,58,2059,35,9,5,6
82.96,58,970,24,9,5,5
84.39,58,970,24,9,5,5
95.96,58,2059,35,9,5,6
85.42,58,305,40,8,3,5
94.3,58,2059,35,9,5,6
87.89,58,2059,35,8,5,5
81.96,58,635,35,9,5,4
89.48,58,1948,43,9,5,5
96.57,58,1832,35,9,5,6
81.96,58,2427,30,9,5,5
84.22,58,2019,45,9,5,5
82.26,58,1582,40,9,4,5
86,58,635,35,9,5,5
81.22,58,907,45,9,5,5
79,58,2299,30,9,5,4
80.33,58,353,35,8,5,4
68.76,58,1211,44,8,2,3
88.43,58,797,10,9,5,5
93.52,58,1832,35,9,5,6
77.22,64,1579,44,8,3,4
85.19,58,1712,6,8,3,6
88.72,58,83,6,8,3,5
81.78,58,1872,43,9,5,5
82.96,58,1003,45,8,5,5
97.5,58,332,35,8,3,6
85.3,58,2019,45,9,5,5
62.73,58,2387,44,8,5,3
57,58,2387,44,8,5,3
79.48,58,2092,44,9,2,5
93.61,58,2439,30,9,5,5
69.39,58,1692,44,8,2,4
94,58,1283,35,8,3,6
63.24,58,1692,44,8,2,3
62.45,58,1692,44,8,2,3
84.78,58,795,37,9,5,5
90.14,58,501,6,8,3,6
88.72,58,1712,6,8,3,6
88.72,58,1712,6,8,3,6
78.08,58,1712,6,8,3,5
64.12,58,1692,44,8,2,3
79.56,58,2038,36,8,3,5
95.36,33,2191,31,8,3,6
87.31,58,2090,45,7,3,5
73.13,58,361,30,9,5,4
70.08,58,806,42,8,3,4
76.69,58,1857,32,8,3,4
93.74,58,323,10,9,5,5
64.85,58,827,44,8,5,4
83.8,58,2090,45,7,3,5
90.03,58,118,44,8,3,6
83.33,58,1933,45,8,3,5
79.97,64,2435,44,8,5,5
85.65,58,232,44,9,3,5
76.81,58,431,15,8,3,5
87.83,58,353,35,9,5,5
65.53,58,2325,40,9,3,4
84.22,58,353,35,9,5,5
78.24,58,1692,44,8,2,4
81.3,58,492,7,9,5,5
94.33,58,256,35,8,3,6
70.78,58,1412,35,8,3,4
67.12,58,715,44,8,5,4
69.24,58,1692,44,8,2,4
67.97,58,200,44,9,2,4
57.94,58,715,44,8,5,4
96.3,58,462,35,8,5,5
72.41,58,20,21,8,5,4
80.89,58,2314,21,8,3,5
99.78,21,1861,43,8,3,6
57.91,58,1692,44,8,2,2
83.65,58,1506,35,9,5,5
89.36,58,1283,35,8,3,6
84.83,58,1431,21,9,5,5
66.06,58,1692,44,8,2,3
73.53,58,1141,44,8,3,4
89.47,58,1185,23,8,3,6
63.14,58,1023,44,8,3,4
76.7,58,1880,37,9,5,4
63.47,58,2385,36,8,3,4
89.44,21,2369,39,6,3,6
87.52,58,1880,37,9,5,5
99.89,21,2105,38,8,3,6
64.53,58,106,33,8,3,3
66.39,58,106,33,8,3,3
94.92,58,1138,43,8,3,6
72.57,58,492,7,9,5,4
68.59,58,1140,9,8,5,4
69.19,58,1068,40,8,3,4
85.48,58,519,35,8,5,5
97.7,58,1219,35,9,5,6
81.44,49,1748,44,8,3,5
90.83,58,2036,35,8,3,5
76.36,58,256,35,8,3,5
60.85,58,1796,23,8,2,3
95.43,58,984,38,9,5,6
99.08,64,130,33,8,3,6
79.25,58,1283,35,8,3,4
85.33,58,2421,44,8,3,5
67.47,50,366,35,8,3,4
59.8,58,2216,36,9,5,4
89.36,58,2050,35,8,3,6
65.21,58,547,44,8,2,4
80.96,58,1902,35,9,5,5
89.06,58,1881,37,8,3,6
69.94,58,1297,37,8,3,3
86.47,58,1881,37,8,3,6
88.03,58,1718,37,8,3,5
80.83,58,1881,37,8,3,5
71.75,58,2042,37,8,3,4
89.14,58,1881,37,8,3,6
92.94,58,1218,35,8,3,6
83.44,58,2042,37,8,3,5
95.92,58,2004,35,8,3,6
67.93,58,557,35,8,5,4
82.67,58,557,35,8,5,5
85.81,58,1122,44,9,2,5
65.24,58,1211,44,8,2,3
79.23,58,181,35,9,5,5
79.43,58,1856,35,9,2,5
82.48,58,1856,35,9,4,5
85.52,58,1856,35,9,2,5
86.7,58,1856,35,9,4,6
94.04,58,984,38,9,5,6
85.78,58,1296,37,9,5,5
71.74,58,2437,30,9,5,4
94.7,58,984,38,9,5,6
86.7,58,181,35,8,5,5
91.59,58,428,35,8,5,5
82.35,58,2172,31,9,5,5
80.04,58,2053,35,9,5,5
77.65,58,2279,35,9,5,4
76.74,58,2279,35,9,5,4
82.35,58,1101,37,9,5,5
75.61,58,2279,35,9,5,4
93.65,58,1171,35,9,5,6
89.22,58,524,35,9,5,5
92.48,58,1940,35,9,5,5
77.65,58,1024,44,9,5,4
80.35,58,2279,35,9,5,5
86.04,58,519,35,8,5,4
75.39,58,2296,35,9,5,5
87.57,58,2279,35,9,5,6
83.35,58,2279,35,9,5,5
81.35,58,2279,35,9,5,5
82.52,58,1083,45,9,5,4
84.56,58,331,35,8,5,5
94.04,58,797,10,9,5,5
81.04,58,2279,35,9,5,5
71,58,2279,35,9,5,4
71.3,58,941,42,9,5,4
65.57,58,941,42,9,5,3
78.13,58,1101,37,9,5,4
94.52,58,1219,35,9,5,6
83.61,58,953,42,9,2,4
90.96,58,1832,35,9,5,6
90.43,58,1157,45,9,4,5
89.19,58,2435,44,8,5,5
82.52,58,1101,37,9,5,4
90.09,58,524,35,9,5,5
85.22,58,1083,45,8,5,5
92.78,58,412,35,9,5,6
83.39,58,1372,16,9,5,5
85.96,58,1948,43,9,5,5
82.65,58,1381,38,9,5,5
78.15,58,557,35,8,5,4
81.57,58,860,42,9,5,4
77.65,58,747,45,9,5,4
84.35,58,860,42,9,5,5
87.09,58,1101,37,9,5,5
85.09,58,1948,43,9,5,5
67.57,58,2279,35,9,5,4
76.22,58,1083,45,9,5,4
85.93,58,331,35,8,5,5
92.17,58,656,32,9,5,5
80.3,58,860,42,9,5,4
91.65,58,2051,35,9,5,6
77.04,58,1604,44,9,5,4
88.7,58,860,42,9,5,5
75.3,58,2279,35,9,5,4
80.09,58,1101,37,9,5,4
64.13,58,1083,45,9,5,3
85.61,58,1101,37,9,5,5
80.28,37,1079,45,8,3,5
69.3,58,1505,35,9,5,4
81,58,747,45,9,5,5
80.52,58,1101,37,9,5,4
90.96,58,525,35,9,5,6
73.35,58,2279,35,9,5,4
62.82,58,1083,45,8,5,3
92.22,58,1101,37,9,5,6
84.61,58,1603,20,9,5,5
91.74,58,984,38,9,5,6
77.57,58,860,42,9,5,4
79.35,58,860,42,9,5,4
67.78,58,2279,35,9,5,4
88.91,58,1161,35,9,5,5
69.26,58,2224,31,9,5,4
75.87,58,1735,29,9,5,4
79,35,779,21,8,3,5
86.09,58,1161,35,9,5,5
71.39,58,1582,40,9,4,4
80.44,35,41,21,8,3,5
79.19,58,937,45,8,5,5
72.74,58,2279,35,9,5,4
82.04,58,1735,29,9,5,4
86.04,58,1735,29,9,5,5
74.96,58,2279,35,9,5,4
76.53,35,754,21,8,3,5
66.48,58,2279,35,9,5,3
89.22,58,1161,35,9,5,5
83.26,58,2028,35,8,5,4
69.91,58,2081,23,9,5,4
89.09,58,1161,35,9,5,5
81.87,58,2279,35,9,5,5
84.83,58,1161,35,9,5,5
91.61,58,1161,35,9,5,6
87.35,58,1281,35,9,5,5
86.26,58,1140,9,9,5,5
89.74,58,1281,35,9,5,5
87.78,58,557,35,9,5,5
98.83,21,1810,39,8,3,6
78.43,58,557,35,9,5,5
95.26,58,922,44,8,5,6
80.74,58,2405,37,9,5,5
63.69,58,1683,41,8,3,3
86.3,58,1872,43,9,5,5
72.48,58,2185,1,9,2,4
72.19,77,421,30,8,3,4
69.89,35,779,21,8,3,3
62.85,58,1692,44,8,2,3
75.71,58,650,44,7,2,4
67.94,64,2029,35,8,3,4
98.97,58,651,44,8,3,6
94.74,58,2028,35,8,5,5
96.56,58,936,45,8,3,6
66.61,58,554,26,8,3,4
97.86,77,45,35,8,3,6
70.42,58,382,30,8,3,4
81.31,64,1657,40,8,3,5
86.06,58,1548,34,8,3,6
70.33,35,1118,21,8,3,4
99.44,21,1725,39,8,3,6
88.06,58,213,35,8,3,6
92.92,64,1898,33,8,3,6
87.13,58,462,35,9,5,5
99.69,58,54,35,8,3,6
77.26,58,353,35,9,5,4
90.53,58,886,21,8,3,6
87.65,58,353,35,9,5,5
80.26,58,1620,8,9,5,4
83.69,58,1563,44,8,3,5
95.5,58,1119,35,8,3,6
90.97,58,1119,35,8,3,5
97.11,58,1119,35,8,3,6
99.22,58,1119,35,8,3,6
78.17,58,180,35,8,3,5
78.64,58,630,30,8,3,5
88.74,58,1603,20,9,5,5
78.82,58,51,35,9,3,5
85.57,58,1603,20,9,5,5
92.75,77,429,29,8,3,6
94.86,58,62,35,8,3,6
75.39,58,1146,35,8,3,4
96.89,58,674,40,8,3,6
85.47,58,1836,10,8,3,5
83.33,58,1836,10,8,3,4
67.86,58,1836,10,8,3,3
88.28,58,682,26,8,3,5
79.19,63,1176,35,8,3,4
69.47,35,41,21,8,3,4
98.56,21,2105,38,8,3,6
84.97,35,2,21,8,3,5
97.39,58,2140,37,8,3,6
95.47,58,2140,37,8,3,6
69.89,58,501,6,8,3,4
93.79,58,1946,36,9,3,6
96.97,58,1868,37,8,3,6
89.58,21,1623,37,8,3,6
80.65,58,2272,41,9,5,5
79.86,58,1173,35,8,3,5
76.85,58,1946,36,9,3,4
82.76,58,1946,36,9,3,5
79.28,35,1356,21,8,3,5
63.89,58,1706,36,8,3,4
61.64,35,1968,45,8,3,4
92.59,58,922,44,8,5,6
84.86,58,1550,44,8,3,5
89,35,1447,29,8,3,5
95.83,21,858,36,8,3,6
58.78,58,2422,42,8,3,3
87.21,50,1946,36,9,3,5
90.7,58,2272,41,9,5,5
79.22,58,1161,35,9,5,4
91.57,58,284,35,9,5,6
85.3,58,1161,35,9,5,5
90.83,58,1161,35,9,5,5
85.96,58,1161,35,9,5,5
86.52,58,1161,35,9,5,5
88.26,58,1161,35,9,5,5
94.26,58,525,35,9,5,6
85.43,58,856,10,9,5,5
87.91,58,1161,35,9,5,5
77.67,64,2434,44,8,3,5
84.57,58,1161,35,9,5,5
70.25,58,2030,44,8,3,3
83.65,58,1161,35,9,5,5
87.43,58,1161,35,9,5,5
81.13,58,462,35,9,5,5
76.87,58,524,35,9,5,5
97.5,63,1227,32,8,3,6
95.75,58,1810,39,8,3,6
92.65,58,975,39,9,5,6
80.57,58,1582,40,9,4,5
96.5,64,1538,30,8,3,6
72.19,77,2466,30,8,3,4
88.19,58,1716,26,8,3,6
66.22,58,1813,21,9,5,3
77.35,58,1813,21,9,5,4
86.44,58,181,35,8,5,5
95.96,58,2059,35,9,5,6
78.52,58,1180,6,9,5,4
90.61,58,857,36,9,5,6
82.81,58,1949,6,9,2,4
80.52,58,20,21,9,5,4
84.39,58,763,12,9,5,5
75.22,35,172,21,8,3,4
85.52,58,2324,35,9,4,5
78.91,58,1180,6,9,5,4
84.13,58,2324,35,9,4,5
69.43,58,2279,35,9,5,4
85.17,58,1180,6,9,5,5
71.57,58,2279,35,9,5,4
81.7,58,763,12,9,5,5
65.39,58,1583,45,9,5,3
85.13,58,2279,35,9,5,5
81.96,58,2279,35,9,5,5
65.87,58,1813,21,9,5,3
75.3,58,1902,35,9,5,4
96.26,58,2279,35,9,5,6
90.33,58,333,35,8,5,5
70.04,58,1180,6,9,5,3
96.04,58,1832,35,9,5,6
93.96,58,1832,35,9,5,6
65.48,58,2431,11,9,5,4
85.74,58,1902,35,9,5,5
87.74,58,1832,35,9,5,5
75.43,58,2279,35,9,5,4
79.83,58,557,35,9,5,5
70.56,58,20,21,8,5,4
69.87,58,173,21,9,5,4
63.42,5,962,45,8,3,3
79.78,58,2279,35,9,5,4
87.13,58,1603,20,9,5,5
91.3,58,1221,35,8,5,5
70.96,58,2279,35,9,5,4
95.65,58,333,35,9,5,6
87.13,58,1370,16,9,5,5
73.87,58,2279,35,9,5,4
93.37,58,428,35,8,5,6
82.22,58,1370,16,9,5,5
76.61,58,2279,35,9,5,4
93.26,58,1137,43,9,5,6
75.61,58,2279,35,9,5,4
82.65,77,2279,35,9,5,5
77.89,58,509,44,8,5,4
78.22,58,2279,35,9,5,4
83.57,58,860,42,9,5,5
80.91,58,496,29,9,5,5
80.83,58,860,42,9,5,4
90.91,58,1281,35,9,5,5
85.74,58,1281,35,9,5,5
84.83,58,860,42,9,5,5
83.7,58,331,35,8,5,5
85.61,58,860,42,9,5,5
85.7,58,2152,11,9,5,5
75.17,58,860,42,9,5,4
83.17,58,860,42,9,5,4
94.22,58,860,42,9,5,6
85.56,35,1722,38,8,3,5
92.3,58,574,40,9,4,6
82.52,58,720,24,9,2,5
77.74,58,557,35,8,5,4
92.26,58,375,40,9,5,5
90.07,58,557,35,8,5,5
92.57,51,574,40,9,4,6
87.17,58,557,35,9,5,5
87.7,58,574,40,9,4,5
90.7,58,860,42,9,5,5
87.74,58,860,42,9,5,5
87.26,58,860,42,9,5,5
70.61,58,860,42,9,5,4
77.17,58,860,42,9,5,4
87.22,58,1911,45,9,5,5
72,58,991,42,9,5,4
69.06,58,1534,33,8,3,4
81.63,58,557,35,8,5,4
92.97,58,1838,35,8,3,6
86.67,58,1839,35,8,5,5
78.48,58,1626,29,9,5,4
79.92,58,902,37,8,3,5
66.61,58,2423,40,9,2,4
78.64,58,68,35,8,3,5
96.64,58,2191,31,8,3,6
84.3,58,1638,45,9,5,5
85.53,58,212,35,8,3,6
88.44,58,1550,44,8,3,6
93.94,58,987,42,8,3,6
92.83,58,54,35,8,3,6
94.5,58,2484,10,8,3,6
86.25,58,91,35,8,3,5
77.69,58,636,36,8,3,4
79.96,58,2272,41,9,5,5
60.93,58,1711,21,9,5,3
66,58,889,21,9,3,3
73.72,58,2465,11,8,3,5
97,64,1923,35,8,3,6
77.75,58,1718,37,8,3,4
60.79,58,1566,29,8,2,3
82.09,58,1352,22,9,2,4
83.87,58,96,5,9,5,5
94.64,58,494,35,8,3,6
80.72,58,1837,35,8,3,5
96.72,58,535,35,8,3,6
98,58,1868,37,8,3,6
93.09,58,984,38,9,5,6
94.26,58,1832,35,9,5,6
69.67,58,383,30,8,3,4
80.92,58,1134,36,8,3,5
92.91,58,2351,37,9,5,5
95.04,58,2351,37,9,5,6
97.19,58,1138,43,8,3,6
71.91,58,2437,30,9,5,3
72.18,58,2094,38,9,3,5
89.48,58,353,35,8,5,5
73.48,58,20,21,8,5,4
82.61,58,2043,35,8,3,5
83.78,58,353,35,9,5,5
94.96,58,462,35,9,5,6
83.35,58,2041,37,9,5,5
92.67,58,181,35,8,5,5
85.39,58,557,35,9,5,5
92.79,58,2212,1,9,3,6
92.65,58,1281,35,9,5,5
86.26,58,1281,35,9,5,5
82.93,58,508,44,8,5,5
88.26,58,508,44,8,5,5
90.78,58,195,5,9,5,6
73.48,58,496,29,9,5,4
74.56,58,962,45,8,3,4
80.44,58,1350,43,8,3,5
85.58,58,2429,16,8,3,5
64.42,58,875,45,8,3,3
84.3,58,1101,37,9,5,5
93.47,58,75,34,8,3,5
88.61,58,1280,35,8,3,6
67.81,77,1999,35,8,3,3
63.25,77,1999,35,8,3,3
87.78,58,1872,43,9,5,5
86.83,58,496,29,9,5,5
84.13,58,1101,37,9,5,5
78.17,58,1101,37,9,5,4
83.13,58,1101,37,9,5,4
83.17,58,1101,37,9,5,5
80.26,58,1143,35,9,5,4
81.07,58,331,35,8,5,5
82.87,58,1143,35,9,5,5
76.74,58,1143,35,9,5,5
89.5,58,1831,35,8,3,6
85.7,58,375,40,9,5,5
87.87,58,901,37,9,5,5
87.74,58,901,37,9,5,5
79.39,58,1161,35,9,5,4
88.04,58,901,37,9,5,5
84.52,58,331,35,8,5,5
75.65,58,1161,35,9,5,4
78.68,58,2403,45,9,3,5
78.48,58,1143,35,9,5,5
84.33,58,331,35,8,5,5
90.37,58,331,35,8,5,5
74.96,58,1143,35,9,5,4
93,58,1143,35,9,5,6
83.09,58,1143,35,9,5,5
98,27,2193,31,8,3,6
80.75,58,555,33,8,3,5
78.97,58,2505,33,8,3,5
74.94,58,1534,33,8,3,4
90.44,58,555,33,8,3,6
86.96,58,1236,35,9,5,5
80.31,58,2505,33,8,3,5
76.91,58,2112,33,9,5,4
88.19,58,555,33,8,3,6
67.39,58,555,33,8,3,4
92.11,58,2025,44,8,3,6
85.35,58,1143,35,9,5,5
78.96,58,1143,35,9,5,4
83.43,58,331,35,9,5,5
82.96,58,1143,35,9,5,5
75.7,58,1143,35,9,5,5
87.65,58,1143,35,9,5,5
87.04,58,1143,35,9,5,6
88.93,58,181,35,8,5,5
66.15,58,1172,35,8,2,4
90.39,58,186,27,9,5,5
84.45,58,331,35,8,5,5
79.61,58,1143,35,9,5,5
87.78,58,1143,35,9,5,5
74.52,58,1143,35,9,5,4
78.04,58,1143,35,9,5,5
83.74,58,1143,35,9,5,5
94.09,58,471,36,9,5,5
85.09,58,1834,29,9,5,5
69.04,58,916,38,9,5,3
88.35,58,1834,29,9,5,5
68.28,35,2314,21,8,3,4
95.03,21,172,21,8,3,6
86.78,58,1143,35,9,5,5
82,58,1143,35,9,5,5
87.17,58,1143,35,9,5,5
80.61,58,1143,35,9,5,5
88.96,58,1143,35,9,5,5
83.81,58,331,35,8,5,5
61.06,58,1133,20,8,3,4
74.61,58,1143,35,9,5,4
88.48,58,1143,35,9,5,6
90,58,494,35,8,3,6
79.26,58,1472,29,9,5,5
87.04,58,331,35,9,5,5
90.71,58,40,19,9,3,6
86.03,58,379,35,8,3,5
92.75,58,1318,42,8,3,6
93.47,58,2375,45,8,3,6
98.22,58,62,35,8,3,6
65.03,58,1216,35,8,3,4
64.36,58,2448,15,8,3,3
95.42,64,1931,35,8,3,6
0,58,897,42,9,5,5
70.7,35,850,44,8,2,4
79.17,58,243,39,8,3,5
70.18,58,2508,13,9,3,4
75.71,58,1462,13,9,3,4
93.42,35,528,4,8,3,6
93.78,58,256,35,8,3,6
74.97,58,509,44,9,5,4
95.19,58,1706,36,8,3,6
85.7,58,1248,45,9,5,5
76.09,58,1804,40,9,5,4
99.53,64,387,30,8,3,6
96,64,387,30,8,3,6
77.97,64,2391,30,8,3,5
76.44,58,2375,45,8,3,4
80.3,35,1968,45,8,2,5
84.3,58,353,35,8,5,4
66.27,58,2229,41,8,2,4
95.83,58,1051,45,8,3,6
86.58,64,510,35,8,3,5
63.19,58,633,20,8,3,3
87.61,58,311,35,8,3,5
86.31,58,1133,20,8,3,6
81.75,58,213,35,8,3,5
62.92,77,926,44,8,3,4
97.44,58,633,20,8,3,6
99.83,21,399,20,8,3,6
80.06,58,240,38,9,3,5
76.69,58,1788,20,8,3,5
89.87,58,1349,44,9,5,5
94.36,77,633,20,8,3,6
68.86,58,886,21,8,3,4
82.61,58,2240,41,8,3,5
95.33,58,633,20,8,3,6
92.22,58,229,39,8,3,6
96.69,77,633,20,8,3,6
99.61,64,399,20,8,3,6
73.89,58,1140,9,8,5,4
93.33,21,399,20,8,3,6
86,58,795,37,9,5,5
80.36,58,1788,20,8,3,5
88.85,58,633,20,9,3,6
97.75,21,1503,35,8,3,6
77.86,58,399,20,8,3,5
74.89,63,1525,35,8,3,4
67.94,64,766,42,8,3,4
90.22,63,1343,35,8,3,5
84.64,58,207,34,8,3,6
71.19,77,1343,35,8,3,3
76.58,58,1297,37,8,3,4
87.92,63,1343,35,8,3,5
79.1,58,1795,44,9,2,4
76.81,58,1466,44,8,5,4
87.75,58,1131,30,8,3,5
99,64,53,35,8,3,6
76.03,58,1607,39,9,3,4
83.3,58,181,35,8,5,5
96.09,58,1281,35,9,5,6
88.96,58,331,35,8,5,5
84.87,58,1296,37,9,5,5
75.58,58,1947,5,8,3,4
73.15,77,747,45,8,5,4
90.57,58,333,35,9,5,6
89.63,58,181,35,8,5,5
90.3,58,1505,35,9,5,5
87.39,58,1160,35,9,5,5
90.13,58,1603,20,9,5,5
78.59,58,513,30,8,5,4
82.07,58,513,30,8,5,5
86.67,58,1733,39,8,3,5
91.43,58,2299,30,9,5,5
81.52,58,56,35,9,5,5
86.11,77,513,30,8,5,5
75.65,58,502,6,9,5,4
82.09,58,827,44,9,5,5
87.13,58,2037,36,9,5,5
84.04,58,1735,29,9,5,4
87.78,58,513,30,9,5,5
84.13,58,1102,14,9,5,5
80.67,58,513,30,8,5,4
92.39,58,2299,30,9,5,5
90.22,58,1171,35,9,5,5
81.26,58,513,30,8,5,5
69.09,58,2437,30,9,5,3
87.87,58,524,35,9,5,5
87.22,58,1769,25,9,5,5
66.77,58,1228,32,9,2,3
83.15,58,331,35,8,5,5
81.04,58,2044,40,9,4,4
75,58,2169,31,8,5,4
77.13,58,2169,31,9,5,4
89.74,58,353,35,9,5,5
75.22,58,1694,40,9,5,4
79.7,58,513,30,8,5,4
81.35,58,1300,43,9,5,5
75.96,58,1769,25,9,5,4
83.09,58,2279,35,9,5,5
84.11,58,508,44,8,5,5
81.65,58,673,40,9,4,5
84.22,58,1694,40,9,5,5
81.61,58,2152,11,9,5,4
82.83,58,375,40,9,5,5
83.7,58,1228,32,9,2,5
82.61,58,2427,30,9,5,5
85.93,58,513,30,8,5,5
89.74,58,2299,30,9,5,5
78.91,58,2438,30,9,5,4
78.44,58,513,30,8,5,4
82.74,58,2097,40,9,5,5
79.61,58,1834,29,9,5,5
85.83,58,525,35,9,5,5
84.91,58,384,30,9,5,5
91.91,58,2299,30,9,5,5
89.87,58,1281,35,9,5,5
85.78,58,384,30,9,5,5
91.83,58,1694,40,9,5,6
74.57,58,20,21,9,5,4
81.35,58,384,30,9,5,5
74.04,58,1694,40,9,5,4
85.83,58,1834,29,9,5,5
78.57,58,1694,40,9,5,4
81.85,58,827,44,8,5,5
67.18,58,1490,45,8,2,3
87,58,453,29,9,5,5
86.48,58,1735,29,9,5,5
84.09,58,453,29,9,5,4
78.17,58,1694,40,9,5,4
83.09,58,2097,40,9,5,5
84.13,58,1694,40,9,5,5
72.39,58,1694,40,9,5,4
79.96,58,1694,40,9,5,4
81.7,58,1694,40,9,5,5
86,58,1735,29,9,5,5
78.35,58,2097,40,9,5,5
78.52,58,1735,29,9,5,4
78.43,58,1694,40,9,5,5
94.48,58,1694,40,9,5,6
64.77,58,1628,40,9,2,3
90.87,58,520,35,9,5,5
80.04,58,1694,40,9,5,4
72.25,58,962,45,8,3,4
75.3,58,375,40,9,5,4
79,58,1694,40,9,5,4
72.81,58,239,39,9,2,4
81.39,58,1694,40,9,5,5
85.3,58,2169,31,9,5,5
86.7,58,384,30,9,5,5
80.3,58,1193,40,9,4,5
88.39,58,384,30,9,5,5
81.7,58,1582,40,9,4,5
62.52,58,470,5,8,2,2
90.14,33,1579,44,8,3,5
86,58,384,30,9,5,5
83.3,58,384,30,9,5,5
82.57,58,384,30,9,5,5
79.52,58,384,30,9,5,4
82.35,58,384,30,9,5,5
85.43,58,384,30,9,5,5
87.87,58,384,30,9,5,5
94.47,64,1579,44,8,3,6
83.57,58,384,30,9,5,5
83.87,58,384,30,9,5,5
82.47,58,2029,35,8,3,5
62.92,63,1343,35,8,3,3
77.61,58,654,44,8,3,5
96.11,58,1215,35,8,3,6
94.97,58,1215,35,8,3,6
86.5,58,1837,35,8,3,5
99.22,58,1215,35,8,3,6
97.67,58,1215,35,8,3,6
